id,sentence
1523,In pagnasīhat kanila subay dalilun pa manga isturi malawm in maana niya.
1524,In sila minsan imaatud diꞌ nila kakitaan.
1525,Iban minsan sila dimurungug diꞌ nila kahātihan.
1526,Biyaꞌ ha ini in maana sin dalilan pasal sin tau nagtanum.
1527,In binhiꞌ amuna in Parman sin Tuhan.
1528,In manga binhiꞌ iban sin dān labayan kiyahulugan nila.
1529,Amuna in biyaꞌ sapantun sin manga tau nakarungug sin Baytaꞌ Marayaw.
1530,Sagawaꞌ pagkawn sin Iblis maagaw dayn ha lawm atay nila.
1531,Hindūꞌ sin Baytaꞌ Marayaw ha supaya sila diꞌ magparachaya.
1532,Ha supaya sila diꞌ malappas.
1533,In manga binhiꞌ iban sin lupaꞌ mabatu kiyahulugan nila.
1534,Amuna in biyaꞌ sapantun manga tau nakarungug sin Baytaꞌ Marayaw.
1535,Tiyaymaꞌ nila iban pagkūg-kuyag.
1536,Sagawaꞌ diꞌ maggamut in hinduꞌ sin Baytaꞌ Marayaw ha lawm atay nila.
1537,Hangkarayꞌ da in pagkahagad nila sin hinduꞌ.
1538,"Bang sila datungan na kasigpitan, butawanan nila na in pangandul nila ha Tuhan."
1539,In manga binhiꞌ iban sin lupaꞌ tiyutubuan sin manga sagbut matunuk.
1540,Amuna in biyaꞌ sapantun sin manga tau nakarungug sin Baytaꞌ Marayaw.
1541,"Masi sila magsusa, magnapsu ha altaꞌ."
1542,Magdūl sin unu-unu kanapsuhan nila.
1543,Hangkan maluppas sadja in karayawan.
1544,Makapabuntul sin kawl-piil nila amu in makawaꞌ nila dayn ha hinduꞌ sin Baytaꞌ Marayaw.
1545,In sila biyaꞌ da sapantun tiyanum diꞌ magbunga.
1546,In manga binhiꞌ iban sin lupaꞌ marayaw kiyahulugan nila.
1547,Amuna in biyaꞌ sapantun sin manga tau marayaw nakarungug sin Baytaꞌ Marayaw.
1548,Amun in magpahūp sin hinduꞌ pa lawm atay nila.
1549,Kahagarun nila tuud.
1550,Hangkan tumatas sila malugay sampay maabut dumayaw na tuud in dayaw sin kawl-piil nila biyaꞌ sin tiyanum mataud bunga niya.
1551,"Laung pa isab hi Īsa, “Wayruun tau magsūꞌ sin palitaan ubus ampa niya lukuban sin pastan.”"
1552,Atawa hibutang ha sawm sin kantil.
1553,Subay niya hibutang ha pagbubutangan palitaan ha supaya pagsūd sin manga tau kakitaan nila in ilaw.
1554,"Unu-unu in tiyatapuk, tantu gumuwaꞌ da."
1555,Unu-unu in līlibun tantu kaingatan da.
1556,Gumuwaꞌ da pa kasawahan.
1557,Dunguga niyu tuud yan marayaw.
1558,Hisiyu-siyu in dumungug tuud marayaw sūngan sin Tuhan in panghāti niya.
1559,Hisiyu-siyu in diꞌ dumungug marayaw minsan in maniyuꞌ-tiyuꞍ panghāti.
1560,"Amun in pangannal niya kahātihan niya, maīg da dayn kaniya."
1561,Sakali nākawn in inaꞌ iban manga taymanghud usug hi Īsa.
1562,Diꞌ sila makasuuk madtu kan Īsa sabab landuꞌ tuud in taud sin tau.
1563,Awn hambuuk tau namaytaꞌ kan Īsa.
1564,"Laung niya, “In inaꞌ mu iban manga taymanghud mu yaun nagtitindug ha guwaꞌ.”"
1565,Mabayaꞌ dumā magkitaꞌ kaymu.
1566,"Laung hi Īsa kanila katān, “In hisiyu-siyu tau dumungug iban magkahagad sin Parman sin Tuhan.”"
1567,In siya yan taymanghud ku usug-babai iban inaꞌ ku da isab.
1568,"Manjari, pagꞌubus yadtu, miyanaw hi Īsa himapit pa manga kadāirahan."
1569,Manga kakawman nagnasīhat sin Baytaꞌ Marayaw pasal sin pamarinta sin Tuhan.
1570,Miyamagad kaniya in hangpuꞌ tagduwa mulid niya.
1571,Iban sin kaibanan manga babai isab amu in kiyaulian niya dayn ha manga sakit nila.
1572,Napaguwaꞌ niya in manga saytan dayn ha lawm baran nila.
1573,In manga babai ini amuna hinda Mariyam.
1574,Siya ini in bakas kiyapaguwaan hi Īsa pitu saytan dayn ha lawm baran niya.
1575,In hambuuk isab hi Juwanna asawa hi Kusi.
1576,Amun in tau piyangandulan hi Hirud magmandul sin manga hinang ha lawm bāy niya.
1577,In hambuuk isab hi Susana.
1578,Mataud pa isab dugaing babai in miyagad amu in nangatas sin kaibanan balanjaꞌ hi Īsa.
1579,Iban sin manga mulid niya.
1580,"Na, in manga tau dayn ha manga kadāirahan miyawn nagtipun mawn kan Īsa."
1581,Natipun mayan in manga tau diꞌ maambat.
1582,Nagnasīhat na hi Īsa.
1583,Diyalil niya kaagi in pagnasīhat niya.
1584,"Laung niya, “Awn yaun hambuuk tau miyadtu nagtanum binhiꞌ pa uma niya."
1585,In kaagi niya nagtanum.
1586,Siyabud niya in manga binhiꞌ.
1587,In kaibanan binhiꞌ nahulug pa labayan.
1588,Kiyagiikan sin manga tau.
1589,"Na, pagkawn sin manga manuk-manuk nakaun in manga binhiꞌ."
1590,In kaibanan binhiꞌ nahulug pa lupaꞌ mabatu.
1591,Sakali pagtubuꞌ sin manga binhiꞌ walaꞌ limugay nangluyluy in tiyanum.
1592,Sabab matahay tuud in lupaꞌ niya.
1593,Way tubig niya.
1594,In kaibanan isab manga binhiꞌ nahulug pa lupaꞌ tiyutubuan sin manga kasagbutan matunuk.
1595,"Na, pagtubuꞌ sin manga binhiꞌ tiyaꞌlung sin manga sagbut matunuk."
1596,Ampa in kaibanan binhiꞌ nahulug pa lupaꞌ marayaw.
1597,"Na, hangkan nagtubuꞌ marayaw iban nagbunga."
1598,Lāgiꞌ namunga landuꞌ tuud mataud.”
1599,"Na, mahuli dayn duun, laung hi Īsa, “Na, sasukuꞌ sin kamu nakarungug."
1600,Dunguga niyu tuud in biyaytaꞌ ku yan kaniyu!”
1601,Sakali nangasubu in manga mulid hi Īsa kaniya bang unu in hāti sin isturi.
1602,Diyalil niya.
1603,"Laung hi Īsa kanila, “In kamu yan kiyarihilan na ingat panghāti sin kahālan sin pamarinta sin Tuhan."
1604,Amun in bakas līlibun dayn ha pikilan sin manga mānusiyaꞌ.
1605,Sagawaꞌ pa manga kaibanan tau amu in way bayaꞌ magad sin hinduꞌ ku.
1606,In pagnasīhat kanila subay dalilun pa manga isturi malawm in maana niya.
1607,In sila minsan imaatud diꞌ nila kakitaan.
1608,Iban minsan sila dimurungug diꞌ nila kahātihan.
1609,Magpahāti hi Īsa sin Dalilan Pasal sin Tau Nagtanum.
1610,Biyaꞌ ha ini in maana sin dalilan pasal sin tau nagtanum.
1611,In binhiꞌ amuna in Parman sin Tuhan.
1612,In manga binhiꞌ iban sin dān labayan kiyahulugan nila amuna in biyaꞌ sapantun sin manga tau nakarungug sin Baytaꞌ Marayaw pasal sin pamarinta sin Tuhan.
1613,Sagawaꞌ pagkawn sin Iblis maagaw dayn ha lawm atay nila in hinduꞌ sin Baytaꞌ Marayaw ha supaya sila diꞌ magparachaya.
1614,Iban ha supaya sila diꞌ malappas.
1615,In manga binhiꞌ iban sin lupaꞌ mabatu kiyahulugan nila amuna in biyaꞌ sapantun manga tau nakarungug sin Baytaꞌ Marayaw.
1616,Iban tiyaymaꞌ nila iban pagkūg-kuyag.
1617,Sagawaꞌ diꞌ maggamut in hinduꞌ sin Baytaꞌ Marayaw ha lawm atay nila.
1618,Hangkarayꞌ da in pagkahagad nila sin hinduꞌ.
1619,Hangkan bang sila datungan na kasigpitan.
1620,Butawanan nila na in pangandul nila ha Tuhan.
1621,In manga binhiꞌ iban sin lupaꞌ kiyahulugan nila amu in tiyutubuan sin manga sagbut matunuk.
1622,Amun in biyaꞌ sapantun sin manga tau nakarungug sin Baytaꞌ Marayaw.
1623,Sagawaꞌ masi sila magsusa.
1624,Magnapsu ha altaꞌ.
1625,Magdūl sin unu-unu kanapsuhan nila.
1626,Hangkan maluppas sadja in karayawan makapabuntul sin kawlpiil nila.
1627,Amun in makawaꞌ nila dayn ha hinduꞌ sin Baytaꞌ Marayaw.
1628,In sila biyaꞌ da sapantun tiyanum diꞌ magbunga.
1629,In manga binhiꞌ iban sin lupaꞌ marayaw kiyahulugan nila amuna in biyaꞌ sapantun sin manga tau marayaw nakarungug sin Baytaꞌ Marayaw.
1630,Amun in magpahūp sin hinduꞌ pa lawm atay nila.
1631,Iban kahagarun nila tuud.
1632,Hangkan tumatas sila malugay.
1633,Sampay maabut dumayaw na tuud in dayaw sin kawl-piil nila biyaꞌ sin tiyanum mataud bunga niya.”
1634,"Laung pa isab hi Īsa, “Wayruun tau magsūꞌ sin palitaan ubus ampa niya lukuban sin pastan atawa hibutang ha sawm sin kantil."
1635,Subay niya hibutang ha pagbubutangan palitaan ha supaya pagsūd sin manga tau kakitaan nila in ilaw.
1636,"Karnaꞌ unu-unu in tiyatapuk, tantu gumuwaꞌ da."
1637,Unu-unu in līlibun tantu kaingatan da.
1638,Gumuwaꞌ da pa kasawahan.
1639,"Na, dunguga niyu tuud yan marayaw."
1640,Sabab hisiyu-siyu in dumungug tuud marayaw sūngan sin Tuhan in panghāti niya.
1641,Sagawaꞌ hisiyu-siyu in diꞌ dumungug marayaw.
1642,Minsan in maniyuꞌ-tiyuꞌ panghāti.
1643,Amun in pangannal niya kahātihan niya.
1644,Maīg da dayn kaniya.”
1645,Sakali nākawn in inaꞌ iban manga taymanghud usug hi Īsa.
1646,Sagawaꞌ diꞌ sila makasuuk madtu kan Īsa.
1647,Sabab landuꞌ tuud in taud sin tau.
1648,"Na, awn hambuuk tau namaytaꞌ kan Īsa."
1649,"Laung niya, “In inaꞌ mu iban manga taymanghud mu yaun nagtitindug ha guwaꞌ."
1650,Mabayaꞌ dumā magkitaꞌ kaymu.”
1651,"Laung hi Īsa kanila katān, “In hisiyu-siyu tau dumungug."
1652,Iban magkahagad sin Parman sin Tuhan.
1653,In siya yan taymanghud ku usug-babai.
1654,Iban inaꞌ ku da isab.”
1655,"Manjari, hambuuk adlaw simakat hi Īsa."
1656,Iban sin manga mulid niya pa hambuuk kumpit asibiꞌ.
1657,"Laung niya ha manga mulid niya, “Sūng kitaniyu umuntas pa hansipak hunasan.”"
1658,"Na, imuntas na sila."
1659,"Ha saꞌbu nila ha dān pa, nakatūg hi Īsa."
1660,Sakali magtūy himuyup in hangin makusug.
1661,Sartaꞌ nagsimpuwak na in alun pa lawm kumpit nila.
1662,Hangkan ha lawm kapiligruhan tuud sila.
1663,"Na, kiyadtu hi Īsa, kinsil sin hangin iban alun, “Humuyup kaw pa mayaw!”"
1664,Humbungun sin hangin iban alun.
1665,In lawm napahiyang na.
1666,Amu hi sin mangin labaw ha kapaligiran.
1667,Sakali nagpadtu sila ha dān.
1668,Himuyup kanĪsa in pasak sin usa hi lasay.
1669,"Nagsabi hi lasay, “Tayum pa makasakup hi paghamtang sin kayumanggi."
1670,Tayum pa makasilbi hi panumduman sin mga hambuuk tau.”
1671,"Na, pakpakan hi Īsa pasak sin lasay."
1672,"Sabi niya, “Mayu ka dayn.”"
1673,"Na, napagpauswag hi lasay."
1674,Pagʹubus yadtu awn isab kapituwan-tagduwa tau in pinīʹ sin Panghuʹ papagnasīhatun pa manga kawman iban kahulaʹ-hulaan amu in sūng niya da isab kadtuun baran niya.
1675,Piyapagbunyug niya duwa-ruwangka-tau in manga diyaak niya piyauna dayn kaniya.
1676,"Laung niya kanila, “In manga tau biyaʹ sapantun manga bunga sin tiyanum amu in tūp na tuud pusuun."
1677,Sagawaʹ hangkatiyuʹ da in magpupusuʹ.
1678,Hangkan pangayuʹ-ngayuʹ kamu duwaa ha tagdapu sin tiyanum.
1679,Bang mayan siya magdaak mari manga tau tumabang magpusuʹ sin manga bunga sin tiyanum.
1680,Kadtu na kamu.
1681,In kamu yan biyaʹ sapantun manga anak bili-bili pakadtuun pa lawm baanan iruʹ talun.
1682,Amun in mangangaun kanila.
1683,Ayaw na kamu magsusa magdā pitakaʹ.
1684,Atawa pagluluunan sin kapanyapan niyu atawa tawmpaʹ.
1685,Ayaw na kamu humundung sumagina ha manga tau hipaglanggal niyu ha dān.
1686,"Bang kamu sumūd pa lawm bāy sin tau haunu-haunu, magtūy niyu pangayui duwaa pa marayaw."
1687,"Laung niyu, ‘Bang mayan awn kasannyangan sin lawm bāy ini.’"
1688,"Na, bang in manga tau ha lawm bāy yan tūpun dihilan kasannyangan, na maawn in kasannyangan piyangayuʹ niyu duwaa kanila."
1689,"Sagawaʹ bang sila diʹ tūpun dihilan kasannyangan, na diʹ maawn in kasannyangan piyangayuʹ niyu duwaa kanila."
1690,Tutug kamu ha hambuuk bāy.
1691,"Kauna iban inuma niyu in unu-unu hilabut nila kaniyu, sabab amu yan in balanjaʹ niyu."
1692,Karnaʹ in manga maghihinang tūp gadjihan sin manga tau piyaghulas-sangsaan nila.
1693,Ayaw na kamu maglayn dayn ha hambuuk bāy pa hambuuk bāy.
1694,"Kuʹnu-kuʹnu kamu makakawn pa hambuuk kawman, ampa kamu hulmatun sin manga tau."
1695,Kauna in unu-unu hilabut kaniyu.
1696,Paulia niyu in manga nasasakit ha kawman yan iban baytai niyu in manga tau duun.
1697,"Laung niyu, ‘In pamarinta sin Tuhan yari na dimatung kaniyu.’"
1698,"Sagawaʹ kuʹnu-kuʹnu kamu makakawn pa hambuuk kawman, ampa kamu diʹ asipun sin manga tau, kadtu kamu pa manga karān-dānan ampa niyu iyana in manga tau."
1699,"Laung niyu, ‘Minsan in bagunbun dayn ha hulaʹ ini amu in mikit ha siki namuʹ pakpakun namuʹ da."
1700,Amun in tandaʹ sin diʹ na kamu parulihun namuʹ.
1701,Sagawaʹ ini in tumtuma niyu.
1702,In pamarinta sin Tuhan bakas na dī kaniyu.’
1703,"Na, laung hi Īsa, “Baytaan ta kamu, bang ha adlaw paghukum na ha manga mānusiyaʹ, mabuggat pa in hukuman hibutang sin Tuhan ha manga tau ha kawman yan dayn sin hukuman hibutang niya ha manga tau sin hulaʹ Sudum.”"
1704,"Anduʹ, in kamu yan manga tau Kurasin iban manga tau Bitsayda diʹ hikasipat in kasusahan niyu ha susūngun!"
1705,Sabab maytaʹ?
1706,"Mataud muʹjijat bakas piyakitaʹ kaniyu, sagawaʹ walaʹ niyu da iyasip."
1707,"Malayngkan bang in manga muʹjijat yan napakitaʹ muna ha manga tau ha dāira Tirus iban ha dāira Sidun, tantu magtūy sila magsulug badjuʹ karut iban magbutang abu pa ū nila."
1708,Tandaʹ sin piyagtawbatan nila na in dusa nila.
1709,"Na bang ha adlaw paghukum na ha manga mānusiyaʹ, mabuggat in hukuman hibutang sin Tuhan kaniyu."
1710,Labi pa in buggat niya dayn sin hukuman hibutang pa manga tau Tirus iban manga tau Sidun.
1711,"Na, in manga kamu isab manga tau Kapirnaum, nagbantug-bantug kamu sin makasampay kamu pa surgaʹ."
1712,Sagawaʹ narkaʹ in sampayan niyu!
1713,"Na, laung hi Īsa ha manga mulid niya, “Hisiyu-siyu in dumungug kaniyu."
1714,Saliʹ da aku in diyungug niya.
1715,"Damikkiyan, hisiyu-siyu in sumulak kaniyu."
1716,Saliʹ da aku in siyulak niya.
1717,Iban hisiyu-siyu in sumulak kākuʹ biyaʹ niya da isab siyulak in nagdaak kākuʹ.”
1718,Manjari nakabalik na in manga kapituwan-tagduwa tau naraak niya nagnasīhat.
1719,Landuʹ tuud sila kiyūgan.
1720,"Laung nila kan Īsa, “Panghuʹ, minsan in manga saytan ha lawm baran sin manga tau nagkahagad da sin uldin namuʹ."
1721,Pagsabbut namuʹ sin ngān mu!”
1722,"In sambung hi Īsa kanila, “Mattan tuud yan, sabab kītaʹ ku in Saytan Puntukan nahulug biyaʹ sin kasay sin kilat magsiʹnag ha langit."
1723,Diyaug in kusug niya.
1724,"Kitaa niyu ba, dihilan ta kamu barakat ha supaya minsan kamu makagiik hās atawa tangangngang diʹ kamu maunu."
1725,"Iban ha supaya kamu isab diʹ daugun sin katān kusug sin Saytan Puntukan, amu in kuntara taniyu."
1726,Way tuud makamula kaniyu minsan unu.
1727,"Malayngkan, subay kamu makuyag bukun pasal kapagʹagihan niyu in manga saytan."
1728,Sagawaʹ pasal sin kiyasulat na in manga ngān niyu ha surgaʹ.”
1729,"Na sartaʹ ha waktu da isab yan, in hi Īsa nahipuʹ sin kakuyagan dīhil kaniya sin Rū sin Tuhan."
1730,"Laung niya, “Ya Amaʹ ku, ikaw da in makapagbayaʹ sin unu-unu katān ha langit iban dunya!"
1731,"Magsukul tuud aku kaymu, sabab in piyaglimbung mu dayn ha tau taga ingat sampay taga pangadjiʹ."
1732,Amun na in piyahāti mu ha manga tau awam.
1733,"Na, in yan mattan tuud, Amaʹ ku, sabab biyaʹ ha yan in kabayaan mu maawn.”"
1734,"Laung pa isab hi Īsa, “Kiyarihil na kākuʹ sin Tuhan, Amaʹ ku in unu-unu katān."
1735,Wayruun makaingat tuud kākuʹ amu in Anak Tuhan luwal da in Amaʹ Tuhan.
1736,"Damikkiyan da isab wayruun na makaingat tuud ha Amaʹ Tuhan luwal da aku, amu in Anak niya."
1737,Iban sin manga tau amu in miyaksud ku paingatun.”
1738,"Pagʹubus, ampa hi Īsa himarap pa manga mulid niya ampa siya namung kanila ha wayruun tau dugaing makarungug kanila."
1739,"Laung niya, “Awn da karayawan niyu sabab nakakitaʹ na kamu sin manga piyakitaʹ sin Tuhan kaniyu!"
1740,"Baytaan ta kamu, mataud in manga nabi iban manga sultan ha masa nakauna yadtu in mabayaʹ tuud kumitaʹ sin manga kīkitaʹ niyu bihaun."
1741,Sagawaʹ walaʹ nila kītaʹ.
1742,Iban mabayaʹ tuud sila dumungug sin manga diyurungug niyu bihaun.
1743,Sagawaʹ walaʹ nila diyungug.”
1744,"Sakali awn hambuuk guru, amu in mapanday tuud pasal sin saraʹ agama in miyawn sumulay lumusut kan Īsa ha bichara."
1745,"Laung niya, “Tuwan, unu in hinangun ku ha supaya aku kasukuan sin kabuhiʹ salama-lama?”"
1746,"In sambung hi Īsa kaniya, “Unu in baytaʹ ha lawm Kitab sin saraʹ daakan naug dayn kan Musa?"
1747,Biyaʹ diin in panghāti mu?”
1748,"In sambung sin guru, “In baytaʹ sin Kitab, ‘Wajib puspusun niyu in lasa niyu ha Tuhan, Panghuʹ"
1749,Sakali ha saꞌbu hi Īsa duun nagsasambung-laung iban sin manga Parisi.
1750,Miyawn in manga tau diꞌ maambat in taud.
1751,Nagdigpit tuud in manga tau ibuhan.
1752,Amu in pagꞌiyanun agun diꞌ kahulugan jawm.
1753,Sakali bīcharahan muna hi Īsa in manga mulid niya.
1754,"Laung niya, “Halliꞌ kamu dayn ha pasulig sin manga Parisi."
1755,Hāti niya amu in addat nila magpabawꞌ-bawꞌ sadja.
1756,Kaingatan niyu.
1757,Unu-unu in tiyatapuk tantu gumuwaꞌ da.
1758,Unu-unu in līlibun tantu kaingatan da.
1759,"Hangkan, unu-unu in kiyabaytaꞌ niyu ha katigidluman gumuwaꞌ da pa kasawahan."
1760,Unu-unu in kiyahagas-hagas niyu ha sipuk-sipuk hipamahalayak da pa mānusiyaꞌ katān.
1761,"Na, baytaan ta kamu manga bagay ku."
1762,Ayaw kamu mabugaꞌ ha manga makapatay sin baran niyu.
1763,Sagawaꞌ wayruun na dugaing kamulahan mahinang nila pagpuas yadtu.
1764,Baytaan ta kamu bang hisiyu in subay kabugaan niyu.
1765,Tuhan in subay kabugaan niyu.
1766,Amu in tagakawasa lumaruk kaniyu pa narkaꞌ.
1767,Pagꞌubus niya kamu bugtuan napas.
1768,Pagkahagad kamu kākuꞌ sin subay Tuhan tuud in awla kabugaan niyu!
1769,Pikila niyu ba in manga manuk-manuk.
1770,Bukun ka in lima manuk-manuk asibiꞌ duwa unud sīn da hipagdagang?
1771,Biyaꞌ wayruun halgaꞌ nila.
1772,Sagawaꞌ minsan in hambuuk manuk-manuk mahalgaꞌ da ha Tuhan.
1773,Na damikkiyan in kamu.
1774,Minsan in taud sin buhuk ha ū niyu naiitung katān sin Tuhan.
1775,"Hangkan, ayaw kamu mabugaꞌ sabab labi pa kamu māyuꞌ mahalgaꞌ kaniya dayn ha manga manuk-manuk."
1776,Minsan pila in taud nila!
1777,Iban ini in hibaytaꞌ ku kaniyu.
1778,Hisiyu-siyu in magsabunnal ha katauran tau sin agad siya kākuꞌ.
1779,Amu in Anak Mānusiyaꞌ.
1780,Magsabunnal da isab aku ha alupan sin manga malāikat sin Tuhan sin in siya agad kākuꞌ.
1781,Sagawaꞌ hisiyu-siyu in imiyan ha katauran tau sin in siya bukun agad kākuꞌ.
1782,Amu in Anak Mānusiyaꞌ.
1783,"Na umiyan da isab aku ha alupan sin manga malāikat sin Tuhan, sin in siya bukun agad kākuꞌ."
1784,Hisiyu-siyu in mamung mangīꞌ kākuꞌ.
1785,Amu in Anak Mānusiyaꞌ.
1786,Maampun da siya.
1787,Sagawaꞌ hisiyu-siyu in mamung mangīꞌ ha Rū sin Tuhan.
1788,Diꞌ siya ampunun sin Tuhan.
1789,"Na, ha waktu susūngun bang kamu saggawun hukumun ha lawm manga langgal atawa ha alupan sin manga gubnul iban manga sultan."
1790,Ayaw kamu magsusa bang biyaꞌ diin in kaagi niyu dumaawa atawa bang unu in hibichara niyu.
1791,"Sabab bang dumatung in waktu yan hinduan da kamu sin Rū sin Tuhan, bang unu in hibichara niyu."
1792,Sakali awn hambuuk tau dayn ha manga kamatauran in namung kan Īsa.
1793,"Laung niya, “Tuwan, iyana in taymanghud ku pabahagii aku sin altaꞌ kiyabīn sin amaꞌ namuꞌ.”"
1794,"In sambung hi Īsa kaniya, “Utuꞌ, wayruun kapatutan ku sumaraꞌ atawa magbahagiꞌ sin altaꞌ niyu.”"
1795,Sakali īyan hi Īsa in manga tau katān duun.
1796,"Laung niya, “Kamayaꞌ-mayaꞌ da kamu."
1797,Iban halliꞌ kamu dayn ha manga unu-unu napsu mangīꞌ.
1798,Sabab in tantu kasannyangan iban kakuyagan diꞌ mabī sin manga altaꞌ niyu.
1799,Minsan da biyaꞌ diin in daya niyu.”
1800,Pagꞌubus niyasīhatan hi Īsa in manga tau.
1801,Diyalil niya kaagi in pagnasīhat niya.
1802,"Laung niya, “Awn bakas hambuuk tau dayahan taga lupaꞌ."
1803,Mabunga tuud in katān tiyanum ha lupaꞌ niya.”
1804,Sakali namikil-mikil in tau ini.
1805,"Laung niya ha baran niya, ‘Wayruun na lugal kapagtawꞌan ku sin manga bunga sin tiyanum ku."
1806,Unu na bahaꞌ in hinangun ku?’
1807,"‘Ah, biyaꞌ ha ini in hinangun ku,’ laung niya ha baran niya."
1808,‘Hipalubu ku in manga buriga ku ampa aku magpahinang dakulaꞌ.
1809,Duun ku hitawꞌ in manga bunga sin tiyanum iban sin manga altaꞌ ku kaibanan.
1810,Ubus ampa ku iyanun in baran ku.
1811,"Laung ku, “Ikaw na ini in tau."
1812,Hipuꞌ sin altaꞌ ginisan hikapagguna minsan pila tahun.
1813,"Na, ayaw kaw magsusa."
1814,Gām mayan pagpakansub kaw kumaun iban minum iban paglami-lami kaw!” ’
1815,"“‘Sagawaꞌ,’ laung sin Tuhan kaniya, ‘Dupang kaw tuud!"
1816,Sabab ha dūm da ini masalay na kaw iban sin nyawa mu.
1817,Mabutas na kaw iban sin altaꞌ mu.
1818,Iban tau dugaing na in magꞌaltaꞌ sin altaꞌ hitawꞌ mu.’ ”
1819,"Mahuli dayn duun, laung hi Īsa, “Na, biyaꞌ ha yan in kumugdan ha manga tau."
1820,Amun in magpabūd iban magtawꞌ sadja sin manga altaꞌ pa baran nila.
1821,Sagawaꞌ miskin sila ha pangatud sin Tuhan.”
1822,"Pagꞌubus laung hi Īsa ha manga mulid niya, “Na, hangkan ini in hinduꞌ ku kaniyu."
1823,Ayaw kamu magsusa pasal sin kabuhianan niyu.
1824,"Bang unu in kaunun niyu, atawa magsusa sin pagtamung niyu."
1825,Karnaꞌ in kabuhiꞌ ta labi mahalgaꞌ dayn sin manga kakaun.
1826,Iban in anggawtaꞌbaran ta labi mahalgaꞌ dayn sin manga tamungun.
1827,Kitaa niyu ba in manga manuk-manuk?
1828,Diꞌ sila magtanum.
1829,Iban diꞌ sila magꞌani.
1830,Wayruun bilik atawa buriga pagtawꞌan nila sin manga kakaun nila.
1831,Malayngkan piyakakaun sila sin Tuhan!
1832,"Na, ayaw pa isab kamu in diꞌ buhiun sin Tuhan?"
1833,Labi kamu māyuꞌ mahalgaꞌ kaniya dayn sin manga manuk-manuk!
1834,"Maytaꞌ, humabaꞌ ka in umul niyu bang kamu magsusa?"
1835,"Minsan hangka jām, diꞌ!"
1836,"Na, bang in manga parakalaꞌ sibiꞌ-sibiꞌ biyaꞌ ha yan diꞌ da matabang sin pagsusa niyu."
1837,Na maytaꞌ pa kamu magsusa sin manga kaibanan?
1838,Kitaa niyu ba in manga kasumping-sumpingan yan.
1839,Amu in timubuꞌ isa-isa nila.
1840,Diꞌ sila maghinang.
1841,Iban diꞌ sila maghablun sin tamungun nila.
1842,"Sagawaꞌ baytaan ta kamu, minsan in pakayan hi Sultan Sulayman."
